epoch,loss,lr,val_loss
0,0.0009875602554529905,1e-04,0.0006496647256426513
1,0.000709085667040199,1e-04,0.0006368505419231951
2,0.0006791951600462198,1e-04,0.0006171175045892596
3,0.0006480134325101972,1e-04,0.0005867071449756622
4,0.000618087244220078,1e-04,0.0005832458846271038
5,0.0005955681554041803,1e-04,0.0005695055006071925
6,0.0005802199011668563,1e-04,0.0005266220541670918
7,0.0005738966283388436,1e-04,0.0005562590667977929
8,0.0005633379332721233,1e-04,0.0005261023179627955
9,0.0005539338453672826,1e-04,0.0004970302688889205
10,0.0005517038516700268,1e-04,0.0005169457872398198
11,0.0005400644149631262,1e-04,0.0005188985960558057
12,0.0005319989868439734,1e-04,0.0004979574587196112
13,0.0005294505972415209,1e-04,0.0004840147157665342
14,0.000521987909451127,1e-04,0.00048660943866707385
15,0.0005153940874151886,1e-04,0.00046996469609439373
16,0.0005127221811562777,1e-04,0.00046383898006752133
17,0.0005094209918752313,1e-04,0.0004795009735971689
18,0.0004954776959493756,1e-04,0.000497138244099915
19,0.00048595305997878313,1e-04,0.0004987583379261196
20,0.0004800315073225647,1e-04,0.0005057196831330657
21,0.00046776674571447074,1e-04,0.0004734027315862477
22,0.00044862949289381504,5e-05,0.00046842722804285586
23,0.00043691598693840206,5e-05,0.0004991106688976288
24,0.00042604285408742726,5e-05,0.0004507217672653496
25,0.00042011740151792765,5e-05,0.00044974489719606936
26,0.00040864816401153803,5e-05,0.00045727292308583856
27,0.00040305135189555585,5e-05,0.0004727068298961967
28,0.00039566043415106833,5e-05,0.0004975768970325589
29,0.00038433910231105983,5e-05,0.00044168499880470335
30,0.0003756606893148273,5e-05,0.00044516107300296426
31,0.0003721500688698143,5e-05,0.00045473454520106316
32,0.00035675877006724477,5e-05,0.0004999136435799301
33,0.00035125951399095356,5e-05,0.0004524676187429577
34,0.00034416711423546076,5e-05,0.0004863460490014404
35,0.00031521220807917416,2.5e-05,0.00046636181650683284
36,0.0003086305223405361,2.5e-05,0.0004741162119898945
37,0.0003038310387637466,2.5e-05,0.0004968320718035102
38,0.0003000094147864729,2.5e-05,0.00045013887574896216
39,0.00029336195439100266,2.5e-05,0.0004570344462990761
