epoch,Abdomen,Head,LForeFoot,LForeLeg,LHindFoot,LHindLeg,LMidFoot,LMidLeg,Lower_Thorax,Neck,Petiole,RForeFoot,RForeLeg,RHindFoot,RHindLeg,RMidFoot,RMidLeg,Upper_Thorax,loss,lr,val_Abdomen,val_Head,val_LForeFoot,val_LForeLeg,val_LHindFoot,val_LHindLeg,val_LMidFoot,val_LMidLeg,val_Lower_Thorax,val_Neck,val_Petiole,val_RForeFoot,val_RForeLeg,val_RHindFoot,val_RHindLeg,val_RMidFoot,val_RMidLeg,val_Upper_Thorax,val_loss
10,0.0011171279475092888,0.0008270954713225365,0.0039925342425704,0.0036969028878957033,0.006208037957549095,0.003543620929121971,0.006741806864738464,0.004049533046782017,0.0009916066192090511,0.0008613643585704267,0.0008604273898527026,0.00352391111664474,0.0037329604383558035,0.00637782970443368,0.0034787640906870365,0.006332931574434042,0.003756085177883506,0.0009194749291054904,0.0033895564265549183,1e-04,0.0022438697051256895,0.0006252178573049605,0.0034888270311057568,0.0039823283441364765,0.007693533319979906,0.0039534312672913074,0.005712056532502174,0.005315879825502634,0.0014728914247825742,0.0006179059855639935,0.0011257509468123317,0.003659969661384821,0.004375939257442951,0.007264153100550175,0.004710845183581114,0.006602652836591005,0.004909781739115715,0.0006552546983584762,0.0038005716633051634
11,0.0010174039052799344,0.0007763383910059929,0.0035752104595303535,0.0033349222503602505,0.005695187486708164,0.0030733668245375156,0.006139615550637245,0.0035584939178079367,0.0009357095113955438,0.0007722938316874206,0.0007690231432206929,0.0032547786831855774,0.003355111926794052,0.006015141494572163,0.003128464799374342,0.005910930223762989,0.0033455512020736933,0.0008226425852626562,0.0030822320841252804,1e-04,0.0023077235091477633,0.0008335834136232734,0.005023403093218803,0.00559020834043622,0.008280064910650253,0.003559298813343048,0.005033697001636028,0.005113088060170412,0.0015363756101578474,0.0009626095416024327,0.0012588504469022155,0.0037344524171203375,0.004426866304129362,0.006426532287150621,0.004717022180557251,0.006145125720649958,0.004656209610402584,0.001052572508342564,0.003925426863133907
12,0.0009547112858854234,0.0007322673918679357,0.003288562409579754,0.0030502553563565016,0.005181309767067432,0.0027266889810562134,0.005545220337808132,0.003145610447973013,0.0008743539801798761,0.0007485252572223544,0.0007512635202147067,0.003031386062502861,0.002993532456457615,0.005463996436446905,0.002722674049437046,0.0053193471394479275,0.0029334945138543844,0.0008125677122734487,0.002793098334223032,1e-04,0.002135408343747258,0.0008069930481724441,0.0029549298342317343,0.004608856979757547,0.007205690257251263,0.0034848120994865894,0.005060830619186163,0.004558282438665628,0.001388815464451909,0.0008436100324615836,0.0011594333918765187,0.003681269008666277,0.004396927077323198,0.006175507791340351,0.003690298879519105,0.0058133359998464584,0.004884050693362951,0.0008483219426125288,0.0035387431271374226
13,0.0008556199027225375,0.0006927305366843939,0.0029603608418256044,0.0027429123874753714,0.004911181516945362,0.0023067216388881207,0.004969079978764057,0.002628995105624199,0.0007993890321813524,0.0006897371495142579,0.0006793321808800101,0.0028474917635321617,0.0027375987265259027,0.004889275413006544,0.002487822202965617,0.004806033335626125,0.0025111192371696234,0.0007269621710292995,0.0025134640745818615,1e-04,0.0022719064727425575,0.000580169667955488,0.0035144537687301636,0.0036691809073090553,0.006184747908264399,0.0023773645516484976,0.004731143359094858,0.003415097249671817,0.0008931958000175655,0.0005405775154940784,0.0007766568451188505,0.003498938400298357,0.003923711366951466,0.00657096691429615,0.003753317054361105,0.00558133888989687,0.00413204450160265,0.0005946963210590184,0.0031671947799623013
14,0.000856448954436928,0.0006826744647696614,0.00270927045494318,0.0025733986403793097,0.004395572002977133,0.002140776952728629,0.004380333703011274,0.0022939753253012896,0.0008050474571064115,0.000701755634509027,0.0006836649845354259,0.0026563769206404686,0.00259569613263011,0.004307644907385111,0.0022413223050534725,0.004449646454304457,0.002323978580534458,0.0007046977989375591,0.002305682050064206,1e-04,0.002358212834224105,0.000554019003175199,0.003045132849365473,0.0035475201439112425,0.005733119789510965,0.0032999063841998577,0.004773674067109823,0.003988973330706358,0.001461281906813383,0.0005811018636450171,0.0010600583627820015,0.0034504481591284275,0.0036810024175792933,0.0066734300926327705,0.0037536369636654854,0.005522369872778654,0.0038996392395347357,0.000614670745562762,0.0032221220899373293
15,0.0007829499081708491,0.0006181662902235985,0.002658146433532238,0.0024666935205459595,0.0040137688629329205,0.001932198996655643,0.004051261581480503,0.0021035438403487206,0.0006977512966841459,0.0006209808634594083,0.0005934515502303839,0.002489430131390691,0.0023335027508437634,0.003916574642062187,0.0021178757306188345,0.004144772421568632,0.002079361118376255,0.0006248800782486796,0.0021247391123324633,1e-04,0.0019345026230439544,0.0005968292825855315,0.0028084134683012962,0.0029360943008214235,0.006346908863633871,0.0031579171773046255,0.004747913219034672,0.0030906808096915483,0.0013772164238616824,0.0007536222110502422,0.0010314458049833775,0.0033651168923825026,0.0039625465869903564,0.006309954449534416,0.00443946523591876,0.006018622312694788,0.0036845875438302755,0.000902591913472861,0.003192468313500285
16,0.0007391203544102609,0.0005921103293076158,0.0023642671294510365,0.002281717024743557,0.003538873279467225,0.0017289568204432726,0.003610671730712056,0.0018547988729551435,0.0007292988593690097,0.0005879952223040164,0.0006139859324321151,0.0023076042998582125,0.002169620944187045,0.003673957195132971,0.001966180745512247,0.0037512602284550667,0.001846008817665279,0.0006327766459435225,0.0019438446033746004,1e-04,0.0017069171881303191,0.0005280618206597865,0.0026891687884926796,0.002904285676777363,0.005152711644768715,0.0024640776682645082,0.004246435593813658,0.0031071461271494627,0.0009641317301429808,0.0005314009031280875,0.0006968446541577578,0.0032135213259607553,0.0037398384883999825,0.006255453918129206,0.00351811689324677,0.005201770458370447,0.003895749570801854,0.0005164718604646623,0.00285178329795599
17,0.0007574710180051625,0.0005927197053097188,0.0022531559225171804,0.002133588306605816,0.0033124983310699463,0.001619181944988668,0.0032774771098047495,0.0016769224312156439,0.0006824830779805779,0.000586378329899162,0.0005745968664996326,0.0022757824044674635,0.0021415844094008207,0.003306647762656212,0.0019094933522865176,0.0035149892792105675,0.0017065483843907714,0.0005757440230809152,0.0018276256741955876,1e-04,0.001899605500511825,0.0006782283307984471,0.002928607165813446,0.0036204815842211246,0.00595814548432827,0.0032843269873410463,0.003922692965716124,0.004189448896795511,0.001194427371956408,0.0007674885564483702,0.0009628919651731849,0.0032534687779843807,0.0036814319901168346,0.005236305762082338,0.004080659244209528,0.004863751120865345,0.004124424420297146,0.0007203907007351518,0.0030759319197386503
18,0.0006892854580655694,0.0005402503302320838,0.001998891355469823,0.0019212670158594847,0.0028793998062610626,0.0014841756783425808,0.0028723767027258873,0.0014726034132763743,0.0006450898945331573,0.0005560919526033103,0.0005429275915957987,0.0020506985019892454,0.0019159091170877218,0.0028102868236601353,0.0016575177432969213,0.0030379481613636017,0.00148982391692698,0.0005585449398495257,0.0016179491067305207,1e-04,0.001791581860743463,0.0005311232525855303,0.002931110328063369,0.0033681364730000496,0.005660983268171549,0.003395149949938059,0.0037839815486222506,0.004217828158289194,0.0011722411727532744,0.0005515957018360496,0.0009412170620635152,0.002990080276504159,0.004005392547696829,0.005857986398041248,0.00388350454159081,0.005041336640715599,0.004182969219982624,0.000624863721895963,0.0030517270788550377
19,0.000627468281891197,0.0004863483482040465,0.0017878077924251556,0.001749130547977984,0.002541676629334688,0.0013018709141761065,0.002563659567385912,0.001286531100049615,0.000612906354945153,0.0004935486358590424,0.000522878544870764,0.0018838660325855017,0.0018233092268928885,0.0025631661992520094,0.0015534175327047706,0.0028249802999198437,0.001394070335663855,0.0005163369351066649,0.0014740549959242344,1e-04,0.001980177126824856,0.0006318119703792036,0.0030729789286851883,0.002752340631559491,0.004518479574471712,0.002676708623766899,0.0036277626641094685,0.003427216550335288,0.001265021157450974,0.0006548588280566037,0.0009811624186113477,0.0028575861360877752,0.003554171184077859,0.005762491840869188,0.0036218876484781504,0.004647853784263134,0.0038392578717321157,0.0007590181776322424,0.002812821650877595
20,0.0005864279810339212,0.00050529366126284,0.0017693289555609226,0.0016579966759309173,0.002410893328487873,0.001234891009517014,0.002390677109360695,0.001197637990117073,0.0005636131973005831,0.0004909615963697433,0.0004689458874054253,0.001829779357649386,0.0017100012628361583,0.0023214148823171854,0.0014876665081828833,0.0025451553519815207,0.00122249114792794,0.00047404394717887044,0.001381511683575809,1e-04,0.002189540769904852,0.0005584773025475442,0.003157705068588257,0.0031210037413984537,0.004534069448709488,0.002241839189082384,0.004193894565105438,0.003344567958265543,0.0007338178693316877,0.0005835312767885625,0.0004994972259737551,0.0037406340707093477,0.004217174369841814,0.007010729517787695,0.004085132852196693,0.004896500613540411,0.003874907735735178,0.0004627373127732426,0.0029692091047763824
21,0.0006009446806274354,0.0004715484392363578,0.0017536674859002233,0.001624993048608303,0.0022667127195745707,0.0011332558933645487,0.002283332869410515,0.0011750474805012345,0.0005376329063437879,0.00046296793152578175,0.00047250898205675185,0.0016996320337057114,0.001732467906549573,0.002087816596031189,0.0014773211441934109,0.002395619172602892,0.001249148859642446,0.0004780700255651027,0.0013279272243380547,1e-04,0.0020544789731502533,0.0005621511372737586,0.002796645276248455,0.003440731903538108,0.00503536919131875,0.0026212858501821756,0.0037387548945844173,0.0037636496126651764,0.0010944808600470424,0.0006194182205945253,0.0008394970209337771,0.0036568492650985718,0.0038528486620634794,0.00614766264334321,0.004199672024697065,0.004646830726414919,0.004443462938070297,0.0007346689235419035,0.003013803157955408
22,0.0005289078108035028,0.00043300772085785866,0.001525853294879198,0.0015001768479123712,0.0019381568999961019,0.0009912586538121104,0.001937908586114645,0.001042321091517806,0.0004952236777171493,0.0004497762129176408,0.00041768435039557517,0.0015799320535734296,0.001596499583683908,0.0019269399344921112,0.001341191353276372,0.002109353896230459,0.0010859853355214,0.00044789176899939775,0.001186003559269011,1e-04,0.0022089174017310143,0.0007362943142652512,0.002809952013194561,0.003888297127559781,0.00528607377782464,0.002998066134750843,0.004093934781849384,0.003924896474927664,0.0017465319251641631,0.0008175763068720698,0.0012816005619242787,0.0028878035955131054,0.004660578910261393,0.005520316306501627,0.0037674244958907366,0.0041426061652600765,0.004285372793674469,0.00081754254642874,0.003104099305346608
23,0.0004929691785946488,0.0003944945055991411,0.0014226450584828854,0.0013482351787388325,0.0017005631234496832,0.0009099565213546157,0.0018181713530793786,0.0008675694116391242,0.0004705830360762775,0.00040571499266661704,0.0004099075449630618,0.0014019199879840016,0.0014575336826965213,0.0016997281927615404,0.0012028630590066314,0.0018972544930875301,0.0009743598639033735,0.00041022684308700264,0.0010713720694184303,1e-04,0.002275342820212245,0.0005231791874393821,0.0028825465124100447,0.0022048454266041517,0.004565888550132513,0.002509994199499488,0.0036463714204728603,0.0036636758595705032,0.0009737873333506286,0.00044249711208976805,0.0005993201048113406,0.0034929525572806597,0.0037101763300597668,0.0060450113378465176,0.0037734475918114185,0.004497398156672716,0.003349527483806014,0.0004459889605641365,0.002755663823336363
24,0.0005238797166384757,0.0004291181394364685,0.0014580214628949761,0.001437943778000772,0.0017991949571296573,0.0010211966000497341,0.0019340115832164884,0.0010239231633022428,0.0005137167754583061,0.00043847679626196623,0.00044358099694363773,0.0015071633970364928,0.0015484638279303908,0.0017464690608903766,0.001350207137875259,0.0020253537222743034,0.0010886701056733727,0.00044160379911772907,0.0011517215752974153,1e-04,0.001632467145100236,0.0005845889681950212,0.0027305223047733307,0.003351487684994936,0.005803335458040237,0.0023931986652314663,0.004077168181538582,0.0037764040753245354,0.001214580493979156,0.0005310931010171771,0.0008809923892840743,0.003006218234077096,0.0037929655518382788,0.006208305712789297,0.003486503381282091,0.00406249426305294,0.0037205100525170565,0.0005960281705483794,0.002880492713302374
25,0.0004505119868554175,0.00041679368587210774,0.0013148124562576413,0.0012577985180541873,0.0015302121173590422,0.000819515495095402,0.001627982361242175,0.0008074388024397194,0.00044481069198809564,0.00039820163510739803,0.00039301576907746494,0.0013174095656722784,0.0014232747489586473,0.001634462270885706,0.0011778224725276232,0.0017020615050569177,0.0009182466892525554,0.0003859319258481264,0.0010011274134740233,1e-04,0.0018491641385480762,0.0005853900220245123,0.002554432488977909,0.0027117745485156775,0.004395621828734875,0.0017973508220165968,0.00314058898948133,0.0028070195112377405,0.0009510756935924292,0.0005743239307776093,0.0006807060563005507,0.0033405418507754803,0.003923977725207806,0.005330428946763277,0.0035999990068376064,0.003948256839066744,0.003769972361624241,0.0005687669035978615,0.002584966132417321
26,0.00039899087278172374,0.00038143323035910726,0.0012383547145873308,0.0011731573613360524,0.0013285671593621373,0.0007544792024418712,0.0014433130854740739,0.0007773077813908458,0.00044249583152122796,0.00038274648250080645,0.0003815656527876854,0.0012349541066214442,0.0013566049747169018,0.001345640397630632,0.0011323433136567473,0.0015626481035724282,0.0008846006821841002,0.0003754300414584577,0.0009219241910614073,1e-04,0.0022709215991199017,0.0005978591507300735,0.0022889748215675354,0.0028436745051294565,0.004502634052187204,0.0024737969506531954,0.0026284088380634785,0.003118107793852687,0.001010556356050074,0.0006364000728353858,0.0007903577643446624,0.0031196228228509426,0.0038903674576431513,0.004839946981519461,0.003375123953446746,0.004010271746665239,0.0035308983642607927,0.0005569745553657413,0.002582494169473648
27,0.0004307916387915611,0.00033175255521200597,0.0011099623516201973,0.0010812613181769848,0.0011995529057458043,0.0007088611018843949,0.0013224249705672264,0.0007238116231746972,0.0004159504023846239,0.0003235928888898343,0.0003455558035057038,0.0011257922742515802,0.0012636133469641209,0.001312415930442512,0.0010689919581636786,0.0014616998378187418,0.000797404267359525,0.0003144938382320106,0.0008521074778400362,1e-04,0.0018060386646538973,0.00038414736627601087,0.0019519890192896128,0.002134930109605193,0.004105816595256329,0.0022795835975557566,0.003008092287927866,0.0027856447268277407,0.0009628954576328397,0.00036432407796382904,0.0007272736402228475,0.003117044223472476,0.003366069868206978,0.006632746197283268,0.004024699795991182,0.0038600852712988853,0.00304760062135756,0.00046029576333239675,0.0025010709650814533
28,0.00041148081072606146,0.0003876526898238808,0.0011946436716243625,0.0011416429188102484,0.0012121140025556087,0.0006925283814780414,0.0013022780185565352,0.0007414330611936748,0.0004349051450844854,0.0003794077492784709,0.000387187406886369,0.0011019110679626465,0.001304942648857832,0.0012377237435430288,0.00104319560341537,0.0014015479246154428,0.000834377424325794,0.0003838073753286153,0.0008662657928653061,1e-04,0.0018858410185202956,0.0005726087256334722,0.0029064714908599854,0.003887658240273595,0.005161358509212732,0.002904533874243498,0.0033367618452757597,0.003836435964331031,0.000953591603320092,0.0005845542182214558,0.0006628502742387354,0.003160773543640971,0.004321980755776167,0.005054912529885769,0.003651951439678669,0.0037900954484939575,0.004167906939983368,0.000590659212321043,0.00285727484151721
29,0.00040555643499828875,0.0003314560744911432,0.001117944484576583,0.001052333158440888,0.0011757288593798876,0.000689009902998805,0.0011889090528711677,0.0006980873295105994,0.0004099339712411165,0.00032479551737196743,0.00035116213257424533,0.001032512984238565,0.0012263497337698936,0.001110748271457851,0.0010290758218616247,0.0012649790151044726,0.0007720802677795291,0.0003270054003223777,0.000805981457233429,1e-04,0.0016437830636277795,0.0006296633509919047,0.002468257211148739,0.0025776939000934362,0.0053228167816996574,0.0027215771842747927,0.003228479530662298,0.0033394088968634605,0.0011621980229392648,0.0005277748568914831,0.0008104611770249903,0.0025900136679410934,0.0036029350012540817,0.004967309534549713,0.0037571974098682404,0.003513198345899582,0.0035199353005737066,0.0005530388443730772,0.0026075413916260004
30,0.00040711608016863465,0.00033387375879101455,0.0010347566567361355,0.0010013739811256528,0.0009782337583601475,0.0006342158885672688,0.001168181886896491,0.0006596791790798306,0.0004143425030633807,0.0003237065102439374,0.00034607434645295143,0.0010075306054204702,0.0011660264572128654,0.0010773851536214352,0.001015603425912559,0.0011742835631594062,0.0006941912579350173,0.0003237987693864852,0.0007644653087481856,1e-04,0.0019270381890237331,0.000559899490326643,0.0023550689220428467,0.0027880726847797632,0.004585424438118935,0.002726079197600484,0.002912303665652871,0.003125181421637535,0.0009694633772596717,0.0006192414439283311,0.000640547601506114,0.0032376095186918974,0.003781846258789301,0.005195931997150183,0.0038667977787554264,0.0035967498552054167,0.0033560101874172688,0.0005574519163928926,0.0026000398211181164
31,0.00040501324110664427,0.0003275657072663307,0.0010497154435142875,0.0010060473578050733,0.0010474750306457281,0.0007050052518025041,0.0011454429477453232,0.0006902924505993724,0.00041101413080468774,0.0003048206854145974,0.00034603496897034347,0.0009948625229299068,0.0011428699363023043,0.001116188825108111,0.0009911491069942713,0.0012205615639686584,0.0007629785686731339,0.0003109546669293195,0.000776554923504591,1e-04,0.002206779085099697,0.0005274605355225503,0.003367465455085039,0.0038213462103158236,0.004904794506728649,0.002897359896451235,0.0033735930919647217,0.0036617927253246307,0.0007325558690354228,0.0005646729841828346,0.00048188763321377337,0.003813766408711672,0.0045180064626038074,0.005229831673204899,0.003615697380155325,0.0040426054038107395,0.0036832101177424192,0.0004497214104048908,0.0028829192742705345
32,0.00040783127769827843,0.0003070704697165638,0.000978944473899901,0.0009831427596509457,0.0009878755081444979,0.000666560314130038,0.0011290489928796887,0.000697860203217715,0.00038514265906997025,0.0002879627572838217,0.00031816857517696917,0.0009184087975881994,0.0011240900494158268,0.0010674594668671489,0.0010205561993643641,0.0011634324910119176,0.0007333551184274256,0.0003030087682418525,0.0007488842820748687,1e-04,0.001888734637759626,0.0004684162850026041,0.0022485535591840744,0.0026611853390932083,0.003815831383690238,0.002141377190127969,0.003122413530945778,0.0033628956880420446,0.0009123912313953042,0.0005528246401809156,0.0007260625134222209,0.0033163120970129967,0.0036753530148416758,0.0054399981163442135,0.0035347335506230593,0.00381653243675828,0.003289976390078664,0.000573829747736454,0.002530412282794714
33,0.00029867078410461545,0.00025904085487127304,0.0007979877991601825,0.0007763158064335585,0.0007457647589035332,0.0004895247402600944,0.0008030772441998124,0.0005017588846385479,0.0003205027605872601,0.00023627317568752915,0.00027235771995037794,0.0007525499677285552,0.000967063126154244,0.0007346625789068639,0.0007655745139345527,0.0008175668772310019,0.0005196338752284646,0.0002442928380332887,0.0005723676295019686,5e-05,0.0017774724401533604,0.00039647030644118786,0.002723378362134099,0.0030384615529328585,0.004391079768538475,0.002387908287346363,0.0030110946390777826,0.003027998609468341,0.000902462110389024,0.0004223535943310708,0.0006340278196148574,0.0032075103372335434,0.0036860681138932705,0.005659790243953466,0.00399912241846323,0.0037511067930608988,0.0034387384075671434,0.00044853173312731087,0.0026057541836053133
34,0.0003425510658416897,0.0002797310007736087,0.0008721083286218345,0.0008587246993556619,0.0007887532701715827,0.0005222969921305776,0.0008579627028666437,0.0005247195367701352,0.00033222947968170047,0.00025594091857783496,0.00028097673202864826,0.0008216212736442685,0.0009981420589610934,0.0007898311596363783,0.000846387876663357,0.0008777164039202034,0.0005441283574327826,0.00025951777934096754,0.0006140744662843645,5e-05,0.0017365044914186,0.0003916343557648361,0.002541793044656515,0.0023356773890554905,0.004326841328293085,0.002326483139768243,0.002704358659684658,0.003232840681448579,0.0009454958490096033,0.0004056602774653584,0.0006088971276767552,0.0028727571479976177,0.003867200342938304,0.0049318233504891396,0.003757873782888055,0.0038401230704039335,0.0034870291128754616,0.00043764678412117064,0.0024861465208232403
35,0.0003112164849881083,0.0002565548929851502,0.0007949874270707369,0.0007743121241219342,0.0006921808235347271,0.0004637426172848791,0.000805481628049165,0.0004763322649523616,0.00032032851595431566,0.0002291965065523982,0.0002728763793129474,0.0007150900200940669,0.0009265573462471366,0.0007245636661536992,0.0007576402858830988,0.0007987359422259033,0.000490242091473192,0.00023870078439358622,0.0005582631565630436,5e-05,0.002020115265622735,0.00047344292397610843,0.0024256680626422167,0.0030264519155025482,0.004761409014463425,0.0023534756619483232,0.0026220795698463917,0.0034984713420271873,0.0010795160196721554,0.0005141132278367877,0.0007693429943174124,0.0027350245509296656,0.003984446171671152,0.004990407265722752,0.0033701960928738117,0.0036623661871999502,0.003616059198975563,0.0005428401636891067,0.002580301370471716
