epoch,Abdomen,Head,LForeFoot,LForeLeg,LHindFoot,LHindLeg,LMidFoot,LMidLeg,LowerThorax,Neck,Petiole,RForeFoot,RForeLeg,RHindFoot,RHindLeg,RMidFoot,RMidLeg,UpperThorax,loss,lr,val_Abdomen,val_Head,val_LForeFoot,val_LForeLeg,val_LHindFoot,val_LHindLeg,val_LMidFoot,val_LMidLeg,val_LowerThorax,val_Neck,val_Petiole,val_RForeFoot,val_RForeLeg,val_RHindFoot,val_RHindLeg,val_RMidFoot,val_RMidLeg,val_UpperThorax,val_loss
0,0.003639371832832694,0.003545912681147456,0.003497903235256672,0.0035175983794033527,0.0036531139630824327,0.003638732247054577,0.003596521681174636,0.0036529074423015118,0.0033340544905513525,0.0032338700257241726,0.0033518020063638687,0.0035130553878843784,0.0034895241260528564,0.0036579533480107784,0.0036471954081207514,0.0036197048611938953,0.003638041205704212,0.003301024902611971,0.003529348410665989,1e-04,0.003473859978839755,0.0035001093056052923,0.0035480335354804993,0.0033608560916036367,0.003591448301449418,0.0035107345320284367,0.003642065217718482,0.0035397689789533615,0.0028976434841752052,0.0028551355935633183,0.0029874667525291443,0.0035387978423386812,0.003431176533922553,0.003580924356356263,0.0035371631383895874,0.003597282338887453,0.003591616405174136,0.0028234722558408976,0.0033893082290887833
1,0.0031982294749468565,0.0031811886001378298,0.0035101764369755983,0.0033579650335013866,0.003638866823166609,0.0034535371232777834,0.0035461117513477802,0.0035083810798823833,0.002632277086377144,0.0026863059028983116,0.0029225945472717285,0.003437671810388565,0.0033542816527187824,0.0036135956179350615,0.0034770166967064142,0.0035831609275192022,0.0035001561045646667,0.0024418244138360023,0.003280186327174306,1e-04,0.0026434625033289194,0.0027168875094503164,0.0035835902672261,0.0032674013637006283,0.003634597873315215,0.0032791425473988056,0.003589173313230276,0.0034299723338335752,0.0020991479977965355,0.0020341293420642614,0.002586067421361804,0.0034144027158617973,0.003348757978528738,0.003529130946844816,0.0032316665165126324,0.0035960471723228693,0.003386117285117507,0.0018953518010675907,0.0030702799558639526
2,0.0022463160566985607,0.0020608811173588037,0.003402150934562087,0.0031291490886360407,0.003620656207203865,0.0031371419318020344,0.003523079911246896,0.0033319396898150444,0.0016265767626464367,0.0013981865486130118,0.001670990721322596,0.0033693648874759674,0.0031946657691150904,0.0036219723988324404,0.003120794426649809,0.003606436774134636,0.003331209998577833,0.0012649059062823653,0.0028142458759248257,1e-04,0.0015874686650931835,0.0014589721104130149,0.003455247962847352,0.0029932488687336445,0.003542685881257057,0.002874628407880664,0.0035802596248686314,0.0032833400182425976,0.001094977604225278,0.0009019473800435662,0.000989550375379622,0.003343567019328475,0.002933040726929903,0.003560533281415701,0.002884830813854933,0.0035844575613737106,0.0032146843150258064,0.001016775262542069,0.0025722342543303967
3,0.0013932510046288371,0.0013165746349841356,0.0032703278120607138,0.0026325464714318514,0.003563566831871867,0.002608516486361623,0.0035270857624709606,0.00308040389791131,0.0009288963046856225,0.0007997270440682769,0.0008144826861098409,0.003260597586631775,0.0026142054703086615,0.0035838130861520767,0.002565066795796156,0.003475366858765483,0.0030685209203511477,0.000809780671261251,0.0024062637239694595,1e-04,0.0010985187254846096,0.0015032605733722448,0.00339597649872303,0.0020841762889176607,0.00349114160053432,0.0021191323176026344,0.0034580256324261427,0.00290358392521739,0.0006974537973292172,0.0007502102525904775,0.0005935778026469052,0.003148098010569811,0.0021750740706920624,0.003467757720500231,0.0021063529420644045,0.003577046561986208,0.002821257570758462,0.0006557975430041552,0.002224802505224943
4,0.0010065746027976274,0.001031298073939979,0.0031468523666262627,0.002068436238914728,0.003504533087834716,0.0019462098134681582,0.003467590780928731,0.0027420376427471638,0.0005716300220228732,0.0006172880530357361,0.0005235237767919898,0.003125870367512107,0.002079223282635212,0.0034958948381245136,0.0019122522789984941,0.0034511517733335495,0.00259829661808908,0.0005440555396489799,0.0021018176339566708,1e-04,0.0008127955952659249,0.000938419543672353,0.0030884642619639635,0.001713486504741013,0.003394531086087227,0.0016903254436329007,0.0034367626067250967,0.002445223741233349,0.0004018029139842838,0.0005385063705034554,0.00044942201930098236,0.0031756823882460594,0.0019141212105751038,0.003421241883188486,0.0017248387448489666,0.0034965563099831343,0.0023320449981838465,0.00037955830339342356,0.001964099472388625
5,0.0008655658457428217,0.0009311147732660174,0.0030584062915295362,0.00185009790584445,0.0034378934651613235,0.0016599403461441398,0.003394787898287177,0.00218379870057106,0.0004953420138917863,0.0005742294597439468,0.0005079793627373874,0.0030310184229165316,0.0018445608438923955,0.0034341709688305855,0.0016816988354548812,0.0034308519680052996,0.0020979512482881546,0.0004920110222883523,0.0019428565865382552,1e-04,0.0007359249284490943,0.0007165179122239351,0.003024307545274496,0.00148207473102957,0.0034294675569981337,0.0017402478260919452,0.003468872047960758,0.0019030212424695492,0.0004007591342087835,0.00042280886555090547,0.00046550272963941097,0.0030147619545459747,0.0017324486980214715,0.003306926926597953,0.0016538351774215698,0.0033469353802502155,0.0017627568449825048,0.00034150067949667573,0.001830481574870646
6,0.0007289974018931389,0.0007906682440079749,0.0029275028500705957,0.0016702298307791352,0.003356851637363434,0.0014814554015174508,0.003362632356584072,0.0016924022929742932,0.00042299096821807325,0.0005030803731642663,0.000391746056266129,0.002927830908447504,0.001651416881941259,0.003328057238832116,0.0014897753717377782,0.0033415541984140873,0.0016618282534182072,0.0004141054523643106,0.001785729080438614,1e-04,0.0008093546493910253,0.0008936642552725971,0.002949060406535864,0.0016981323715299368,0.0032938262447714806,0.0013816900318488479,0.0033548318315297365,0.0016091810539364815,0.00037005054764449596,0.0005152099183760583,0.0004512278246693313,0.002960335463285446,0.001571556436829269,0.0032797143794596195,0.001660143956542015,0.00338284345343709,0.0015292814932763577,0.0003242257225792855,0.001779685029760003
7,0.0007200883119367063,0.0007434806902892888,0.0028865078929811716,0.0016018582973629236,0.003228643909096718,0.0014155132230371237,0.0033207337837666273,0.0015226086834445596,0.0004153909394517541,0.0004637377569451928,0.0004056232573930174,0.0028731292113661766,0.001545108505524695,0.0032235239632427692,0.0013548268470913172,0.0032731343526393175,0.0014744396321475506,0.0003952457045670599,0.001714644255116582,1e-04,0.0006252878811210394,0.000760951021220535,0.002954911906272173,0.0016138706123456359,0.0032586068846285343,0.0012690641451627016,0.003287732833996415,0.0017032017931342125,0.00046239732182584703,0.0005412030150182545,0.0005615693517029285,0.0029154056683182716,0.0015719435177743435,0.003304040990769863,0.0013727123150601983,0.0033986528869718313,0.0016880790935829282,0.0003482053871266544,0.0017576575046405196
8,0.0006232997984625399,0.0006538052693940699,0.00274910731241107,0.001411102362908423,0.0030907115433365107,0.0012046367628499866,0.003218564437702298,0.0012704167747870088,0.00032656575785949826,0.00038695865077897906,0.00032917718635872006,0.0027668538969010115,0.0013923821970820427,0.0031398972496390343,0.001247514272108674,0.00320097291842103,0.001297424198128283,0.00031426132773049176,0.0015902029117569327,1e-04,0.0007120624650269747,0.0007857721066102386,0.0029127555899322033,0.0014322663191705942,0.0031079906038939953,0.0012819345574826002,0.0032135010696947575,0.0013788876822218299,0.00036091500078327954,0.00036633427953347564,0.0003588595427572727,0.002907233312726021,0.0015799043467268348,0.0031017321161925793,0.0011721599148586392,0.0032599796541035175,0.0011677665170282125,0.0002855669299606234,0.0016325345495715737
9,0.0005985204479657114,0.0006193010485731065,0.0026768320240080357,0.00136393157299608,0.003011557040736079,0.00114015256986022,0.0031188454013317823,0.001212972216308117,0.0003395230742171407,0.0004041381471324712,0.0003302477125544101,0.0027104138862341642,0.0013466617092490196,0.003033506916835904,0.0011347136460244656,0.003175239311531186,0.0011531414929777384,0.0003256060881540179,0.0015386277809739113,1e-04,0.0007295625982806087,0.0006627493421547115,0.0025973673909902573,0.0013168207369744778,0.0029187446925789118,0.0011109670158475637,0.003197404555976391,0.001250183442607522,0.0003056145797017962,0.0004868218384217471,0.0003026349295396358,0.002734146546572447,0.0015092960093170404,0.002965449122712016,0.001163059612736106,0.0033186536747962236,0.0012140008620917797,0.0003180461353622377,0.0015611954731866717
