epoch,loss,lr,val_loss
0,0.000931034330278635,1e-04,0.0008255198481492698
1,0.0008579940185882151,1e-04,0.0007060980424284935
2,0.0007901478093117476,1e-04,0.0007002428756095469
3,0.0007602759287692606,1e-04,0.0006917811697348952
4,0.0007392115658149123,1e-04,0.0006610926939174533
5,0.000707270868588239,1e-04,0.0007150086457841098
6,0.000675438845064491,1e-04,0.0007105420809239149
7,0.0006391618517227471,1e-04,0.0006350894691422582
8,0.000599969644099474,1e-04,0.0006279648514464498
9,0.0005664693890139461,1e-04,0.0006082822219468653
10,0.0005176440463401377,1e-04,0.0006118808523751795
11,0.00043899661977775395,1e-04,0.000631868198979646
12,0.0004064889217261225,1e-04,0.0006489160587079823
13,0.0003503407642710954,1e-04,0.0007307658670470119
14,0.0003046778147108853,1e-04,0.0006366136367432773
15,0.00022709235781803727,5e-05,0.0006756990915164351
16,0.00020500995742622763,5e-05,0.0006710254237987101
17,0.00018061599985230714,5e-05,0.0006502154283225536
18,0.00016317730478476733,5e-05,0.0006872368394397199
19,0.00015427739708684385,5e-05,0.000726657803170383
20,0.0001385086652589962,5e-05,0.0006795127410441637
21,0.000125439022667706,5e-05,0.0006677299388684332
22,0.00010502525401534513,2.5e-05,0.0006667445413768291
23,9.785041038412601e-05,2.5e-05,0.0007025062805041671
24,9.530145325697958e-05,2.5e-05,0.0006839311099611223
25,9.16526623768732e-05,2.5e-05,0.0006792853819206357
26,8.632740355096757e-05,2.5e-05,0.0006963513442315161
27,8.174704998964444e-05,2.5e-05,0.0006557659362442791
28,7.91372440289706e-05,2.5e-05,0.0007015506271272898
29,7.392352563329041e-05,1.25e-05,0.0006810243939980865
