video_path,video_width,video_height,frame_idx,instance_idx,part_name,predicted,x_pos,y_pos
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LowerThorax,True,1728.682861328125,492.7996826171875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,Petiole,True,1712.52734375,500.9982604980469
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,Abdomen,True,1672.599853515625,524.9384765625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LForeLeg,True,1740.7347412109375,444.670166015625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LForeFoot,True,1732.870849609375,420.6971130371094
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,RForeLeg,True,1776.884521484375,508.6697998046875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,RForeFoot,True,1801.214599609375,492.94427490234375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LMidLeg,True,1716.1690673828125,460.40399169921875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LMidFoot,True,1712.9212646484375,409.09332275390625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,RMidLeg,True,1760.4151611328125,524.7603759765625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,RMidFoot,True,1752.29931640625,544.9851684570312
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LHindLeg,True,1681.13134765625,492.42413330078125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,LHindFoot,True,1616.367431640625,520.2407836914062
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,RHindLeg,True,1721.1834716796875,516.44677734375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,0,RHindFoot,True,1696.652587890625,572.2431640625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,Head,True,767.9788818359375,568.824462890625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,Neck,True,799.4544677734375,560.8086547851562
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,UpperThorax,True,831.5693359375,556.9793090820312
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LowerThorax,True,852.0208129882812,552.9992065429688
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,Petiole,True,856.0403442382812,549.2092895507812
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,Abdomen,True,895.9172973632812,532.9459228515625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LForeLeg,True,808.2545166015625,577.2919921875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LForeFoot,True,812.4528198242188,613.2900390625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,RForeLeg,True,807.672119140625,533.5255126953125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,RForeFoot,True,803.8301391601562,536.5211791992188
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LMidLeg,True,883.5554809570312,588.62939453125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LMidFoot,True,932.8793334960938,649.1583862304688
