epoch,loss,lr,val_loss
0,0.0009370518382638693,1e-04,0.0007878475007601082
1,0.0008706011576578021,1e-04,0.0007193483179435134
2,0.00077441381290555,1e-04,0.0006807649042457342
3,0.0007428694516420364,1e-04,0.0006574251456186175
4,0.0006783207645639777,1e-04,0.000661086174659431
5,0.0006524559576064348,1e-04,0.0006549699464812875
6,0.0005931362975388765,1e-04,0.0006443898309953511
7,0.0005299924523569643,1e-04,0.0007150444434955716
8,0.0004540414665825665,1e-04,0.0006463205209001899
9,0.0003757424419745803,1e-04,0.0006850691279396415
10,0.0003003699239343405,1e-04,0.0007224627188406885
11,0.00022516274475492537,1e-04,0.000679840159136802
12,0.0001355649292236194,5e-05,0.0007587042637169361
13,0.00010789694351842627,5e-05,0.0007073160377331078
14,9.200120257446542e-05,5e-05,0.000756461697164923
15,7.84980074968189e-05,5e-05,0.0007461851346306503
16,7.091044244589284e-05,5e-05,0.0007577869109809399
17,6.429449422284961e-05,5e-05,0.0007349468651227653
18,5.952002902631648e-05,5e-05,0.0007938418420962989
19,4.652253846870735e-05,2.5e-05,0.0007674624212086201
20,4.103974424651824e-05,2.5e-05,0.0007344313198700547
21,3.834682865999639e-05,2.5e-05,0.0007642129203304648
22,3.6187280784361064e-05,2.5e-05,0.0007348688086494803
23,3.6068457120563835e-05,2.5e-05,0.000769434729591012
24,3.309743624413386e-05,2.5e-05,0.0007336423732340336
25,3.1530238629784435e-05,2.5e-05,0.0007494826568290591
26,2.8145934265921824e-05,1.25e-05,0.0007527690613642335
