epoch,loss,lr,val_loss
0,0.0009496856364421546,1e-04,0.000844581809360534
1,0.0008747963001951575,1e-04,0.0007356685819104314
2,0.000823441834654659,1e-04,0.0006877817795611918
3,0.000765969802159816,1e-04,0.0007011204143054783
4,0.0007334968540817499,1e-04,0.0006888237548992038
5,0.00068721326533705,1e-04,0.0006521109608002007
6,0.0006666005938313901,1e-04,0.0006369556649588048
7,0.0006170847918838263,1e-04,0.0006683057872578502
8,0.0005665971548296511,1e-04,0.0006121414480730891
9,0.000509532168507576,1e-04,0.0006129095563665032
10,0.0004344290355220437,1e-04,0.0006411768845282495
11,0.0003821710997726768,1e-04,0.0007303962484002113
12,0.0003294633643236011,1e-04,0.0006582984933629632
13,0.0002483538701198995,1e-04,0.0006635483005084097
14,0.0001691853831289336,5e-05,0.0006757416413165629
15,0.00014368770644068718,5e-05,0.000689250067807734
16,0.0001248153712367639,5e-05,0.0006145540392026305
17,0.00011470701429061592,5e-05,0.0006893883692100644
18,0.00010169266897719353,5e-05,0.0006543661002069712
19,9.571896225679666e-05,5e-05,0.0006544647621922195
20,7.909865962574258e-05,5e-05,0.0006808742182329297
21,6.331584154395387e-05,2.5e-05,0.0006718889926560223
22,5.794426397187635e-05,2.5e-05,0.000674382143188268
23,5.415470513980836e-05,2.5e-05,0.000654208823107183
24,5.258280725684017e-05,2.5e-05,0.0006699009099975228
25,4.984881161362864e-05,2.5e-05,0.0006384941516444087
26,4.682405779021792e-05,2.5e-05,0.0006975247524678707
27,4.590959724737331e-05,2.5e-05,0.000680917059071362
28,3.9812490285839885e-05,1.25e-05,0.0006648375419899821
