epoch,loss,lr,val_loss
0,0.0009366080048494041,1e-04,0.0007751321536488831
1,0.0008883065893314779,1e-04,0.0008685074863024056
2,0.000846200215164572,1e-04,0.0007330036605708301
3,0.0007923465454950929,1e-04,0.0007062007789500058
4,0.0007759816362522542,1e-04,0.0006760692922398448
5,0.000750982144381851,1e-04,0.0006888556526973844
6,0.0007213507778942585,1e-04,0.0006394078955054283
7,0.0006907398928888142,1e-04,0.0006779881077818573
8,0.000687209190800786,1e-04,0.0006848390912637115
9,0.0006620113272219896,1e-04,0.0006572931888513267
10,0.0006493664695881307,1e-04,0.0006824064766988158
11,0.0006396297249011695,1e-04,0.00069548434112221
12,0.0006059632287360728,5e-05,0.0006535790162160993
13,0.0005917014786973596,5e-05,0.0006701469537802041
14,0.0005787949776276946,5e-05,0.0006617984035983682
15,0.0005810590810142457,5e-05,0.000671341666020453
16,0.000557263323571533,5e-05,0.0006716559873893857
17,0.0005555874085985124,5e-05,0.0007261114660650492
18,0.0005475683719851077,5e-05,0.0006777998059988022
19,0.0005271942354738712,2.5e-05,0.0006805228185839951
20,0.0005166498012840748,2.5e-05,0.0006713326438330114
21,0.0005103498697280884,2.5e-05,0.0007011358393356204
22,0.0005132225342094898,2.5e-05,0.0006803940632380545
23,0.0005071457126177847,2.5e-05,0.0006727644358761609
24,0.0004962638486176729,2.5e-05,0.0006854186067357659
25,0.0004836648586206138,2.5e-05,0.0006512947729788721
26,0.0004823293420486152,1.25e-05,0.0006659201462753117
